id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante,revisado_manualmente,color_numbers
844,Multichannel deconvolution with long-range dependence: A minimax study,include,none,media,Estimador wavelet adaptativo minimax; teoria de bases wavelet relevante a PR4,no,no,
852,Common functional implied volatility analysis,include,none,alta,Aplicacion financiera directa (PR5) con reduccion de dimensionalidad funcional,no,no,
861,Corrected Confidence Bands for Functional Data Using Principal Components,include,none,media,Bandas de confianza via FPCA; solo boilerplate PMC visible,si,no,
866,The analysis of two-way functional data using two-way regularized singular value decompositions,include,none,alta,Extension de FPCA con penalizacion y expansion en base explicita,no,no,
867,Functional data analysis and characterisation of temperature and rainfall patterns in Peninsular Malaysia,include,none,media,Suavizado y registro de curvas; abstract cortado antes de detallar la base usada,si,no,
868,Functional maximum-likelihood estimation of ARH(p) models,include,none,media,Modelo ARH con descomposicion espectral/Fourier; paywall tras el resumen,si,no,
870,Assessing time-dependent association between scalp EEG and muscle activation,include,none,media,Modelo de efectos aleatorios funcionales; solo boilerplate PMC visible,si,no,
873,Some pitfalls in application of functional data analysis approach to association studies,include,E4-exception,alta,Discusion metodologica central sobre eleccion y tipo de funciones base,no,no,
875,IGS: An IsoGeometric approach for smoothing on surfaces,include,none,media,Suavizado con representacion NURBS; familia de base adyacente a las del protocolo,no,no,
876,Consistency of functional learning methods based on derivatives,include,none,alta,Splines de suavizado y teoria de consistencia asintotica para FDA,no,no,
877,Functional Soft Sensor Based on Spectra Data for Predicting Multiple Quality Variables,include,none,baja,Sensor funcional industrial; abstract y metodologia no visibles en extracto,si,no,
879,Analysis of the functional regression problem of temperature on Ozone concentration,include,none,baja,Extraccion de texto de baja calidad (pagina con ruido de sugerencias); tema ambiental E4,si,no,
884,Cubic spline for the functional treatment of the global solar radiation,include,E4-exception,alta,Splines cubicos en espacio funcional normado; autores ecuatorianos (ESPOCH) relevante PR5,no,no,
885,First-passage-based boundary estimation in functional data,include,none,alta,Metodologia central de estimacion de frontera en FDA,no,no,
889,Bayesian functional regression in high-throughput phenotyping of modern agriculture,include,none,baja,Fetch devolvio pagina de inicio de la revista en vez del articulo; decision por titulo/etapa1,si,no,
890,Smoothing wind and rainfall data through functional data analysis technique,include,E4-exception,alta,Keywords explicitas: basis function/roughness penalty/Fourier basis,no,no,
893,The effect of vaccine on COVID-19 spread by function-on-scalar regression model,include,E4-exception,alta,Suavizado B-spline explicito para funcion-en-escalar bayesiana,no,no,
894,Use of Functional Data to Model the Trajectory of an IMU for Motor Impairment,include,none,media,FDA para extraer coeficientes de funcion como features; discusion de base no confirmada,si,no,
900,Functional principal component analysis for identifying the child growth pattern,include,none,alta,FPCA como tecnica central del estudio longitudinal,no,no,
901,Applications of functional data analysis: A systematic review,include,none,alta,Revision sistematica que tabula uso de B-spline/FPCA en la literatura; posible referencia clave para la sintesis,no,no,
908,Rolled-upness: Phenotyping leaf rolling in cereals using computer vision and FDA,include,none,media,Uso de FDA para cuantificar curvatura; discusion de base no confirmada en el extracto,si,no,
910,Trends in stratospheric ozone profiles using functional mixed models,include,E4-exception,alta,Aproximacion explicita de perfiles mediante una base apropiada,no,no,
911,Functional Availability Modelling of CNC Machine Tools,exclude,I1,alta,"""Functional"" en sentido de ingenieria de confiabilidad, no de analisis de datos funcionales",no,si,verde
918,Contrasting pre-vaccine COVID-19 waves in Italy through functional data analysis,include,E4-exception,alta,Smoothing splines y registro de landmarks explicitos,no,no,
920,Nasal coarticulation in Bininj Kunwok: An aerodynamic analysis,include,none,baja,Sin abstract visible en el extracto; conexion FDA no confirmada,si,no,
923,Spatial prediction of soil penetration resistance using functional geostatistics,include,E4-exception,alta,B-splines de 18 funciones explicitas para geoestadistica funcional,no,no,
925,Penalized Partial Least Squares with applications to B-spline transformations and functional data,include,none,alta,Titulo confirma PLS penalizado con transformaciones B-spline (Kramer/Boulesteix/Tutz); texto extraido con errores de codificacion de fuente,si,no,
929,Unveiling air pollution patterns in Yemen: a spatial-temporal functional data analysis,include,E4-exception,alta,Fourier y B-spline con GCV explicitos para suavizado,no,no,
935,Functional data analysis of sleeping energy expenditure,include,E4-exception,alta,Smoothing spline y FPCA como metodologia central pese a dominio medico,no,no,
948,Uncovering regional climate patterns in Turkey using multivariate functional data analysis,include,E4-exception,alta,Expansion en base de Fourier con control de rugosidad y GCV explicitos,no,no,
958,Utilizing BIC for the intelligent selection of functional data with principal components,include,none,alta,Seleccion de dimension/modelo via BIC en FPCA; relevante PR2/PR3,no,no,
959,Exploring functional data analysis and wavelet principal component analysis on ecstasy (MDMA) wastewater data,include,none,alta,Comparacion directa Fourier vs B-spline vs wavelet en FPCA; muy relevante para PR2/PR4,no,no,
963,Trajectories of mHealth-Tracked Mental Health and Their Predictors in Female Chronic Pelvic Pain Disorders,include,none,baja,Sin mencion explicita de FDA en el extracto disponible; posible falso positivo,si,no,
964,High resolution temperature forecasting using functional time series decomposition,include,none,alta,Descomposicion de series temporales funcionales; relevante PR4/PR5,no,no,
966,A multi-country comparison of stochastic models of breast cancer mortality with P-splines smoothing approach,include,E4-exception,alta,P-splines explicitos comparados contra modelos Lee-Carter,no,no,
970,Penalized functional regression using R package PFLR,include,none,alta,"Metodología central de regresión funcional penalizada (paquete R), discute expansión en bases B-spline/P-spline.",no,no,
972,Adaptive LASSO estimation for functional hidden dynamic geostatistical models,include,none,media,Selección de modelo para datos geoestadísticos funcionales; discusión de base no clara en el extracto.,si,no,
979,A prediction interval for a function-valued forecast model: Application to load forecasting,include,none,alta,"Modelo de pronóstico funcional basado en base wavelet+kernel, discute representación explícitamente.",no,no,
982,Quantile-based Clustering for Functional Data via Modelling Functional Principal Components Scores,include,none,alta,"Clustering funcional vía scores de FPCA, metodología central de representación.",no,no,
986,A comparison of clustering approaches for the study of the temporal coherence of multiple time serie,include,none,media,Comparación de clustering funcional (uno basado en wavelets) vs modelo de espacio de estados.,si,no,
995,Functional data geometric morphometrics with machine learning for craniodental shape classification ,include,none,media,"Morfometría geométrica funcional; posible discusión de base en Métodos, no visible en el extracto.",si,no,
996,Comparison of functional and discrete data analysis regimes for Raman spectra,include,none,alta,"Comparación explícita de régimen funcional vs discreto para espectros Raman, alto contenido de FPCA/bases.",no,no,
1009,Forecasts of COPD mortality in Australia: 2006-2025,exclude,E4,alta,"Pronóstico de mortalidad por EPOC (dominio salud), sin discusión visible de elección de base.",si,si,verde
1012,Parametric and Semiparametric Approaches to Analyzing Device-Based Measures of Energy Expenditure in,include,none,media,"Compara enfoques paramétrico/semiparamétrico (B-splines, nudos) pese a ser en ratas; discusión sustantiva de suavizado.",si,no,
